,Year,ICD-10 113 Cause List,ICD-10 113 Cause List Code,County,County Code,Race,Race Code,Gender,Gender Code,Deaths,Population,Crude Rate
1546,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Female,F,15.0,149561.0,Unreliable
1547,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Male,M,38.0,131027.0,29
1548,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,Black or African American,2054-5,Female,F,11.0,27718.0,Unreliable
1549,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,Black or African American,2054-5,Male,M,11.0,28809.0,Unreliable
1550,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,White,2106-3,Female,F,55.0,210086.0,26.2
1551,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,White,2106-3,Male,M,66.0,236278.0,27.9
1559,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Barbara,6083.0,White,2106-3,Female,F,67.0,184079.0,36.4
1560,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Barbara,6083.0,White,2106-3,Male,M,52.0,185278.0,28.1
1561,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Female,F,14.0,297177.0,Unreliable
1562,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Male,M,25.0,286654.0,8.7
1563,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,White,2106-3,Female,F,174.0,528301.0,32.9
1564,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,White,2106-3,Male,M,138.0,545636.0,25.3
1565,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Cruz,6087.0,White,2106-3,Female,F,29.0,116696.0,24.9
1566,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Cruz,6087.0,White,2106-3,Male,M,23.0,116428.0,19.8
1570,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Solano,6095.0,White,2106-3,Female,F,46.0,128131.0,35.9
1571,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Solano,6095.0,White,2106-3,Male,M,57.0,131702.0,43.3
1584,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Ventura,6111.0,White,2106-3,Female,F,138.0,353928.0,39
1585,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Ventura,6111.0,White,2106-3,Male,M,120.0,352444.0,34
1590,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,10.0,217317.0,Unreliable
1591,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Alameda,6001.0,Black or African American,2054-5,Female,F,12.0,112156.0,Unreliable
1592,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Alameda,6001.0,White,2106-3,Female,F,32.0,413139.0,7.7
1593,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Alameda,6001.0,White,2106-3,Male,M,30.0,414505.0,7.2
1596,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Contra Costa,6013.0,White,2106-3,Female,F,50.0,373607.0,13.4
1597,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Contra Costa,6013.0,White,2106-3,Male,M,43.0,364754.0,11.8
1598,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Fresno,6019.0,White,2106-3,Female,F,19.0,362789.0,Unreliable
1599,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Fresno,6019.0,White,2106-3,Male,M,16.0,363578.0,Unreliable
1601,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Sacramento,6067.0,White,2106-3,Female,F,36.0,490272.0,7.3
1602,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Sacramento,6067.0,White,2106-3,Male,M,49.0,475189.0,10.3
1603,2008,Pneumonitis due to solids and liquids (J69),GR113-088,San Bernardino,6071.0,White,2106-3,Male,M,12.0,804129.0,Unreliable
1604,2008,Pneumonitis due to solids and liquids (J69),GR113-088,San Diego,6073.0,White,2106-3,Female,F,42.0,1195242.0,3.5
1605,2008,Pneumonitis due to solids and liquids (J69),GR113-088,San Diego,6073.0,White,2106-3,Male,M,45.0,1217035.0,3.7
1609,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Santa Barbara,6083.0,White,2106-3,Female,F,21.0,184079.0,11.4
1615,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Ventura,6111.0,White,2106-3,Male,M,14.0,352444.0,Unreliable
1616,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Alameda,6001.0,White,2106-3,Female,F,42.0,413139.0,10.2
1617,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Alameda,6001.0,White,2106-3,Male,M,34.0,414505.0,8.2
1620,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Contra Costa,6013.0,White,2106-3,Female,F,36.0,373607.0,9.6
1621,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Contra Costa,6013.0,White,2106-3,Male,M,24.0,364754.0,6.6
1622,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Fresno,6019.0,White,2106-3,Female,F,39.0,362789.0,10.8
1623,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Fresno,6019.0,White,2106-3,Male,M,22.0,363578.0,6.1
1624,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Humboldt,6023.0,White,2106-3,Male,M,10.0,58535.0,Unreliable
1625,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Kern,6029.0,White,2106-3,Female,F,14.0,337972.0,Unreliable
1626,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Kern,6029.0,White,2106-3,Male,M,29.0,359585.0,8.1
1628,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,23.0,769526.0,3
1629,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,21.0,687448.0,3.1
1630,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Black or African American,2054-5,Female,F,23.0,513331.0,4.5
1631,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Black or African American,2054-5,Male,M,17.0,455307.0,Unreliable
1632,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,White,2106-3,Female,F,158.0,3574763.0,4.4
1633,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,White,2106-3,Male,M,179.0,3579835.0,5
1638,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Orange,6059.0,White,2106-3,Female,F,92.0,1155503.0,8
1639,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Orange,6059.0,White,2106-3,Male,M,74.0,1146669.0,6.5
1642,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Riverside,6065.0,White,2106-3,Female,F,54.0,880988.0,6.1
1643,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Riverside,6065.0,White,2106-3,Male,M,61.0,880766.0,6.9
1644,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Sacramento,6067.0,White,2106-3,Female,F,37.0,490272.0,7.5
1645,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Sacramento,6067.0,White,2106-3,Male,M,36.0,475189.0,7.6
1646,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Bernardino,6071.0,White,2106-3,Female,F,46.0,800558.0,5.7
1647,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Bernardino,6071.0,White,2106-3,Male,M,50.0,804129.0,6.2
1648,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Diego,6073.0,White,2106-3,Female,F,70.0,1195242.0,5.9
1649,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Diego,6073.0,White,2106-3,Male,M,104.0,1217035.0,8.5
1650,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Francisco,6075.0,White,2106-3,Female,F,18.0,210086.0,Unreliable
1651,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Francisco,6075.0,White,2106-3,Male,M,21.0,236278.0,8.9
1657,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Barbara,6083.0,White,2106-3,Female,F,15.0,184079.0,Unreliable
1658,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Barbara,6083.0,White,2106-3,Male,M,13.0,185278.0,Unreliable
1659,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Female,F,11.0,297177.0,Unreliable
1660,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Male,M,11.0,286654.0,Unreliable
1661,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Clara,6085.0,White,2106-3,Female,F,55.0,528301.0,10.4
1662,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Clara,6085.0,White,2106-3,Male,M,34.0,545636.0,6.2
1665,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Solano,6095.0,White,2106-3,Male,M,14.0,131702.0,Unreliable
1671,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Ventura,6111.0,White,2106-3,Female,F,26.0,353928.0,7.3
1672,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Ventura,6111.0,White,2106-3,Male,M,33.0,352444.0,9.4
1673,2009,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,30.0,223847.0,13.4
1674,2009,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,32.0,206944.0,15.5
1675,2009,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Black or African American,2054-5,Female,F,17.0,113192.0,Unreliable
1676,2009,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Black or African American,2054-5,Male,M,12.0,100199.0,Unreliable
1677,2009,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,White,2106-3,Female,F,67.0,416165.0,16.1
1678,2009,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,White,2106-3,Male,M,62.0,416940.0,14.9
1681,2009,Influenza and pneumonia (J09-J18),GR113-076,Contra Costa,6013.0,Asian or Pacific Islander,A-PI,Male,M,11.0,81010.0,Unreliable
1682,2009,Influenza and pneumonia (J09-J18),GR113-076,Contra Costa,6013.0,White,2106-3,Female,F,63.0,376140.0,16.7
1683,2009,Influenza and pneumonia (J09-J18),GR113-076,Contra Costa,6013.0,White,2106-3,Male,M,55.0,367438.0,15
1686,2009,Influenza and pneumonia (J09-J18),GR113-076,Fresno,6019.0,Asian or Pacific Islander,A-PI,Male,M,11.0,49186.0,Unreliable
1687,2009,Influenza and pneumonia (J09-J18),GR113-076,Fresno,6019.0,White,2106-3,Female,F,98.0,366115.0,26.8
1688,2009,Influenza and pneumonia (J09-J18),GR113-076,Fresno,6019.0,White,2106-3,Male,M,89.0,366321.0,24.3
1689,2009,Influenza and pneumonia (J09-J18),GR113-076,Humboldt,6023.0,White,2106-3,Female,F,13.0,58703.0,Unreliable
1690,2009,Influenza and pneumonia (J09-J18),GR113-076,Imperial,6025.0,White,2106-3,Male,M,13.0,78814.0,Unreliable
1691,2009,Influenza and pneumonia (J09-J18),GR113-076,Kern,6029.0,White,2106-3,Female,F,75.0,341505.0,22
1692,2009,Influenza and pneumonia (J09-J18),GR113-076,Kern,6029.0,White,2106-3,Male,M,75.0,363440.0,20.6
1694,2009,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,145.0,781741.0,18.5
1695,2009,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,149.0,695663.0,21.4
1696,2009,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Black or African American,2054-5,Female,F,124.0,513103.0,24.2
1697,2009,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Black or African American,2054-5,Male,M,104.0,456284.0,22.8
1698,2009,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,White,2106-3,Female,F,812.0,3585857.0,22.6
1699,2009,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,White,2106-3,Male,M,763.0,3591047.0,21.2
1711,2009,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,Asian or Pacific Islander,A-PI,Female,F,27.0,297750.0,9.1
1712,2009,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,Asian or Pacific Islander,A-PI,Male,M,39.0,272738.0,14.3
1713,2009,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,White,2106-3,Female,F,227.0,1160283.0,19.6
1714,2009,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,White,2106-3,Male,M,213.0,1151457.0,18.5
1717,2009,Influenza and pneumonia (J09-J18),GR113-076,Riverside,6065.0,White,2106-3,Female,F,134.0,893141.0,15
1718,2009,Influenza and pneumonia (J09-J18),GR113-076,Riverside,6065.0,White,2106-3,Male,M,126.0,891361.0,14.1
1719,2009,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Female,F,19.0,123807.0,Unreliable
1720,2009,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Male,M,15.0,115199.0,Unreliable
1721,2009,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,Black or African American,2054-5,Female,F,10.0,88899.0,Unreliable
1722,2009,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,Black or African American,2054-5,Male,M,11.0,85302.0,Unreliable
1723,2009,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,White,2106-3,Female,F,115.0,492108.0,23.4
1724,2009,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,White,2106-3,Male,M,100.0,475970.0,21
1725,2009,Influenza and pneumonia (J09-J18),GR113-076,San Bernardino,6071.0,White,2106-3,Female,F,76.0,801528.0,9.5
1726,2009,Influenza and pneumonia (J09-J18),GR113-076,San Bernardino,6071.0,White,2106-3,Male,M,84.0,803754.0,10.5
1727,2009,Influenza and pneumonia (J09-J18),GR113-076,San Diego,6073.0,White,2106-3,Female,F,141.0,1205814.0,11.7
1728,2009,Influenza and pneumonia (J09-J18),GR113-076,San Diego,6073.0,White,2106-3,Male,M,160.0,1227953.0,13
1729,2009,Influenza and pneumonia (J09-J18),GR113-076,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Female,F,39.0,151679.0,25.7
1730,2009,Influenza and pneumonia (J09-J18),GR113-076,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Male,M,27.0,132548.0,20.4
1731,2009,Influenza and pneumonia (J09-J18),GR113-076,San Francisco,6075.0,Black or African American,2054-5,Male,M,10.0,28998.0,Unreliable
1732,2009,Influenza and pneumonia (J09-J18),GR113-076,San Francisco,6075.0,White,2106-3,Female,F,58.0,212388.0,27.3
1733,2009,Influenza and pneumonia (J09-J18),GR113-076,San Francisco,6075.0,White,2106-3,Male,M,42.0,240387.0,17.5
1743,2009,Influenza and pneumonia (J09-J18),GR113-076,Santa Barbara,6083.0,White,2106-3,Female,F,33.0,185604.0,17.8
1744,2009,Influenza and pneumonia (J09-J18),GR113-076,Santa Barbara,6083.0,White,2106-3,Male,M,35.0,186707.0,18.7
1745,2009,Influenza and pneumonia (J09-J18),GR113-076,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Female,F,30.0,306074.0,9.8
1746,2009,Influenza and pneumonia (J09-J18),GR113-076,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Male,M,32.0,293725.0,10.9
1747,2009,Influenza and pneumonia (J09-J18),GR113-076,Santa Clara,6085.0,White,2106-3,Female,F,103.0,530658.0,19.4
1748,2009,Influenza and pneumonia (J09-J18),GR113-076,Santa Clara,6085.0,White,2106-3,Male,M,102.0,548396.0,18.6
1749,2009,Influenza and pneumonia (J09-J18),GR113-076,Santa Cruz,6087.0,White,2106-3,Female,F,20.0,117947.0,17
1750,2009,Influenza and pneumonia (J09-J18),GR113-076,Santa Cruz,6087.0,White,2106-3,Male,M,17.0,117633.0,Unreliable
1753,2009,Influenza and pneumonia (J09-J18),GR113-076,Solano,6095.0,Black or African American,2054-5,Male,M,11.0,35847.0,Unreliable
1754,2009,Influenza and pneumonia (J09-J18),GR113-076,Solano,6095.0,White,2106-3,Female,F,31.0,128352.0,24.2
1755,2009,Influenza and pneumonia (J09-J18),GR113-076,Solano,6095.0,White,2106-3,Male,M,33.0,131250.0,25.1
1763,2009,Influenza and pneumonia (J09-J18),GR113-076,Ventura,6111.0,White,2106-3,Female,F,41.0,357204.0,11.5
1764,2009,Influenza and pneumonia (J09-J18),GR113-076,Ventura,6111.0,White,2106-3,Male,M,52.0,355154.0,14.6
1767,2009,Influenza (J09-J11),GR113-077,Fresno,6019.0,White,2106-3,Female,F,12.0,366115.0,Unreliable
1768,2009,Influenza (J09-J11),GR113-077,Fresno,6019.0,White,2106-3,Male,M,11.0,366321.0,Unreliable
1769,2009,Influenza (J09-J11),GR113-077,Los Angeles,6037.0,White,2106-3,Female,F,49.0,3585857.0,1.4
1770,2009,Influenza (J09-J11),GR113-077,Los Angeles,6037.0,White,2106-3,Male,M,51.0,3591047.0,1.4
1771,2009,Influenza (J09-J11),GR113-077,Orange,6059.0,White,2106-3,Female,F,16.0,1160283.0,Unreliable
1772,2009,Influenza (J09-J11),GR113-077,Orange,6059.0,White,2106-3,Male,M,18.0,1151457.0,Unreliable
1773,2009,Influenza (J09-J11),GR113-077,Riverside,6065.0,White,2106-3,Female,F,12.0,893141.0,Unreliable
1774,2009,Influenza (J09-J11),GR113-077,Riverside,6065.0,White,2106-3,Male,M,17.0,891361.0,Unreliable
1775,2009,Influenza (J09-J11),GR113-077,San Bernardino,6071.0,White,2106-3,Female,F,13.0,801528.0,Unreliable
1776,2009,Influenza (J09-J11),GR113-077,San Bernardino,6071.0,White,2106-3,Male,M,13.0,803754.0,Unreliable
1777,2009,Influenza (J09-J11),GR113-077,San Diego,6073.0,White,2106-3,Female,F,17.0,1205814.0,Unreliable
1778,2009,Influenza (J09-J11),GR113-077,San Diego,6073.0,White,2106-3,Male,M,17.0,1227953.0,Unreliable
1779,2009,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,29.0,223847.0,13
1780,2009,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,28.0,206944.0,13.5
1781,2009,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,Black or African American,2054-5,Female,F,15.0,113192.0,Unreliable
1782,2009,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,Black or African American,2054-5,Male,M,11.0,100199.0,Unreliable
1783,2009,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,White,2106-3,Female,F,63.0,416165.0,15.1
1784,2009,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,White,2106-3,Male,M,56.0,416940.0,13.4
1787,2009,Pneumonia (J12-J18),GR113-078,Contra Costa,6013.0,Asian or Pacific Islander,A-PI,Male,M,11.0,81010.0,Unreliable
1788,2009,Pneumonia (J12-J18),GR113-078,Contra Costa,6013.0,White,2106-3,Female,F,60.0,376140.0,16
1789,2009,Pneumonia (J12-J18),GR113-078,Contra Costa,6013.0,White,2106-3,Male,M,47.0,367438.0,12.8
1792,2009,Pneumonia (J12-J18),GR113-078,Fresno,6019.0,Asian or Pacific Islander,A-PI,Male,M,10.0,49186.0,Unreliable
1793,2009,Pneumonia (J12-J18),GR113-078,Fresno,6019.0,White,2106-3,Female,F,86.0,366115.0,23.5
1794,2009,Pneumonia (J12-J18),GR113-078,Fresno,6019.0,White,2106-3,Male,M,78.0,366321.0,21.3
1795,2009,Pneumonia (J12-J18),GR113-078,Humboldt,6023.0,White,2106-3,Female,F,10.0,58703.0,Unreliable
1796,2009,Pneumonia (J12-J18),GR113-078,Imperial,6025.0,White,2106-3,Male,M,12.0,78814.0,Unreliable
1797,2009,Pneumonia (J12-J18),GR113-078,Kern,6029.0,White,2106-3,Female,F,70.0,341505.0,20.5
1798,2009,Pneumonia (J12-J18),GR113-078,Kern,6029.0,White,2106-3,Male,M,68.0,363440.0,18.7
1800,2009,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,140.0,781741.0,17.9
1801,2009,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,145.0,695663.0,20.8
1802,2009,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,Black or African American,2054-5,Female,F,118.0,513103.0,23
1803,2009,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,Black or African American,2054-5,Male,M,102.0,456284.0,22.4
1804,2009,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,White,2106-3,Female,F,763.0,3585857.0,21.3
